,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
12338,817,2135.json,false,"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.","baseball,economy,pop-culture",lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,in a comment on the John DePetro Show,"But as CQ reports, Senate Republicans have a different idea: Repeal the whole provision and soften the health care bills requirement that individuals buy insurance with, if needed, government subsidies. If the insurance bill were to cost less, it would reduce the need for this money, Republicans say. You may agree or disagree with any of these approaches, but the issue here is simply Boehners statement on the $600 reporting requirement."
12361,840,7726.json,false,Ohioans want an end to pay-to-play politics.,"crime,criminal-justice,ethics",ed-fitzgerald,Cuyahoga County executive,Ohio,democrat,1.0,1.0,0.0,1.0,0.0,an email announcing his gubernatorial campaign kickoff,"Greg Abbott said ""Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, its even more -- almost $1,500 a year. ""While his figures match those in the report, critics have raised significant questions about how the numbers are calculated, as well as the premise that normal traffic conditions result in a congestion cost to motorists. They also point to the institutes sponsors, most of which are transportation agencies that can be expected to use the report to advocate for additional funding for road projects."
12364,843,5710.json,false,General Motors is the largest corporation in the world again.,"corporations,economy",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a “Face the Nation” interview,"And White House officials argue Kagan's roots as the granddaughter of Russian-Jewish immigrants, the daughter of a public school teacher and a tenant lawyer, and her career as an accomplished lawyer and well-regarded teacher solidify her ""ordinary people"" cred. Asked about this issue, White House spokesman Robert Gibbs cited Kagan's ""diversity of experience"" and noted that as solicitor general, Kagan ""represents the American people before the Supreme Court. ""But it's fair to say that Kagan has spent the bulk of her professional career in academia at the University of Chicago and Harvard Law School, and at various positions inside the Beltway. Again, whether that puts Kagan out of touch with ""how ordinary people live,"" is a political discussion."
12381,860,2640.json,false,Says Bruce Starr broke the law by letting lobbyists wine and dine him in Maui.,"ethics,message-machine",chuck-riley,State representative,Oregon,democrat,0.0,1.0,0.0,0.0,0.0,a television ad,"The Virginia Department of Health Professions did send a notification letter to all persons whose prescription records in the database contained a nine-digit number that could have been a Social Security number. None of the database information was lost, Powers said, and the PMP continues to operate. But it's not clear whether the hacker really obtained accessto the records."
12440,919,1497.json,false,"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.","elections,ethics",eve-schatelowitz-alcantar,Attorney,Texas,democrat,0.0,1.0,0.0,0.0,0.0,a response to League of Women Voters of Texas.,"Gingrich, as a presidential candidate in 2011, declared, ""I never favored cap and trade. He told Frontline a cap and trade system combined with tax incentives is ""something I would strongly support,"" and even took a hindsight-is-20/20 stance, saying the country ""would be much better off"" if cap and trade had been instituted."
12515,994,7288.json,false,Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,"candidates-biography,china,economy,energy",terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a news conference.,"Saldaa said a Texas law requires every high school to have a voter registrar ""and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote. ""A 1983 law requires every high school to have a deputy voter registrar tasked with giving eligible students voter registration applications. Each registrar also must make sure submitted applications are appropriately handled. However, the law doesnt require registrars to make every eligible student register; it's up to each studentto actor not. Also, as Saldaa acknowledged, registrars arent required to ensure that students vote."
12544,1023,1119.json,false,"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""","stimulus,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Wakarusa, Ind.","Only 4 percent earn that rating from Standard & Poors in the public finance sector, which includes state bond ratings, said Robin Prunty, managing director for state ratings. Every ratings agency says the states bond outlook is stable. Georgia has held on to its Moodys Aaa rating since 1974, according to a report the agency issued in April. In conclusion: The actual number of states with AAA ratings from all major credit rating agencies is eight."
12577,1056,13490.json,false,"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",trade,don-beyer,8th District congressional candidate,Virginia,democrat,1.0,2.0,1.0,3.0,0.0,an interview.,"During the course of our research, we found several papers and studies that support her argument. When it comes to macroeconomics, just about everything is still a matter for debate."
12581,1060,180.json,false,Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,job-accomplishments,bill-richardson,Governor,New Mexico,democrat,1.0,2.0,3.0,8.0,1.0,Las Vegas,"So Obama is right that he wrote the letter. Saying Bernanke and Paulson didn't do anything about it sounds harsh, but it is a rough approximation of what happened. But Obama's letter was largely confined to the problems of low-income homeowners who were losing their homes. It was not an early warning on the economic collapse of '08."
12582,1061,781.json,false,Oil companies ...currently have 68-million acres that they're not using.,energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Nashville, Tenn.","Trump said that the Great Wall of China was ""built 2,000 years ago"" and ""is 13,000 miles"" long. He has repeated two figures that are widely cited and, superficially at least, seem credible. But when we ran them by several experts in Chinese history, we found that the reality is more nuanced. Major unifications of early portions of the wall did occur about 2,200 years ago. However, the wall was built over the course of many centuries, and the best preserved, most iconic portions of the wall are a lot younger -- roughly 500 years old. Meanwhile, a Chinese government survey from 2012 reported a total length of 13,000 miles. However, this figure includes many bits and pieces of wall, some of them quite isolated."
